FID,ogc_fid,plant_name,utility_na,sector_nam,city,county,statename,zip,primsource,total_mw,tech_desc
powerplant_hydro_2020.292,292,Swan Falls,Idaho Power Co,Electric Utility,Kuna,Ada,Idaho,83634,hydroelectric,29.4,Conventional Hydroelectric
powerplant_hydro_2020.293,293,Thousand Springs,Idaho Power Co,Electric Utility,Wendell,Gooding,Idaho,83355,hydroelectric,6.4,Conventional Hydroelectric
powerplant_hydro_2020.294,294,Twin Falls (ID),Idaho Power Co,Electric Utility,Kimberly,Twin Falls,Idaho,83341,hydroelectric,53.2,Conventional Hydroelectric
powerplant_hydro_2020.295,295,Upper Salmon A,Idaho Power Co,Electric Utility,Hagerman,Twin Falls,Idaho,83332,hydroelectric,18.2,Conventional Hydroelectric
powerplant_hydro_2020.296,296,Upper Malad,Idaho Power Co,Electric Utility,Hagerman,Gooding,Idaho,83332,hydroelectric,8.1,Conventional Hydroelectric
powerplant_hydro_2020.297,297,Ashton,PacifiCorp,Electric Utility,Ashton,Fremont,Idaho,83420,hydroelectric,7.1,Conventional Hydroelectric
powerplant_hydro_2020.298,298,Grace,PacifiCorp,Electric Utility,Grace,Caribou,Idaho,83241,hydroelectric,33,Conventional Hydroelectric
powerplant_hydro_2020.299,299,Oneida,PacifiCorp,Electric Utility,Riverdale,Franklin,Idaho,83263,hydroelectric,27.9,Conventional Hydroelectric
powerplant_hydro_2020.300,300,Soda,PacifiCorp,Electric Utility,Soda Springs,Caribou,Idaho,83276,hydroelectric,15.2,Conventional Hydroelectric
powerplant_hydro_2020.301,301,Cabinet Gorge,Avista Corp,Electric Utility,Clark Fork,Bonner,Idaho,83811,hydroelectric,254.6,Conventional Hydroelectric
powerplant_hydro_2020.302,302,Post Falls,Avista Corp,Electric Utility,Post Falls,Kootenai,Idaho,83854,hydroelectric,17.5,Conventional Hydroelectric
powerplant_hydro_2020.303,303,Scott Flat,Nevada Irrigation District,IPP Non-CHP,Nevada City,Nevada,California,95959,hydroelectric,0.9,Conventional Hydroelectric
powerplant_hydro_2020.304,304,Dworshak,USACE Northwestern Division,Electric Utility,Ahsahka,Clearwater,Idaho,83520,hydroelectric,465,Conventional Hydroelectric
powerplant_hydro_2020.305,305,City Power Plant,City of Idaho Falls - (ID),Electric Utility,Idaho Falls,Bonneville,Idaho,83402,hydroelectric,8,Conventional Hydroelectric
powerplant_hydro_2020.306,306,Lower No 2,City of Idaho Falls - (ID),Electric Utility,Idaho Falls,Bonneville,Idaho,83402,hydroelectric,3,Conventional Hydroelectric
powerplant_hydro_2020.307,307,Upper Power Plant,City of Idaho Falls - (ID),Electric Utility,Idaho Falls,Bonneville,Idaho,83402,hydroelectric,8,Conventional Hydroelectric
powerplant_hydro_2020.308,308,Combie South,Nevada Irrigation District,IPP Non-CHP,Auburn,Nevada,California,95722,hydroelectric,1.5,Conventional Hydroelectric
powerplant_hydro_2020.309,309,Palisades Dam,U S Bureau of Reclamation,Electric Utility,Palisades,Bonneville,Idaho,83428,hydroelectric,176.4,Conventional Hydroelectric
powerplant_hydro_2020.310,310,Albeni Falls,USACE Northwestern Division,Electric Utility,Oldtown,Bonner,Idaho,83822,hydroelectric,42,Conventional Hydroelectric
powerplant_hydro_2020.311,311,Rockton,Midwest Hydro LLC,IPP Non-CHP,Rockton,Winnebago,Illinois,61072,hydroelectric,1.1,Conventional Hydroelectric
powerplant_hydro_2020.312,312,Alamo,California Dept. of Water Resources,Electric Utility,Pearblossom,Los Angeles,California,93553,hydroelectric,17,Conventional Hydroelectric
powerplant_hydro_2020.313,313,Quincy Chute,PUD No 2 of Grant County,Electric Utility,Quincy,Grant,Washington,98848,hydroelectric,9.4,Conventional Hydroelectric
powerplant_hydro_2020.314,314,Hydro Plant No 3,City of Ephraim - (UT),Electric Utility,east of Ephraim,Sanpete,Utah,84627,hydroelectric,2.6,Conventional Hydroelectric
powerplant_hydro_2020.315,315,Elkhart,Indiana Michigan Power Co,Electric Utility,Elkhart,Elkhart,Indiana,46516,hydroelectric,1.4,Conventional Hydroelectric
powerplant_hydro_2020.316,316,Last Chance,PacifiCorp,Electric Utility,Grace,Caribou,Idaho,83241,hydroelectric,1.4,Conventional Hydroelectric
powerplant_hydro_2020.317,317,Twin Branch,Indiana Michigan Power Co,Electric Utility,Mishawaka,St Joseph,Indiana,46500,hydroelectric,4,Conventional Hydroelectric
powerplant_hydro_2020.318,318,Norway (IN),Northern Indiana Pub Serv Co,Electric Utility,Monticello,White,Indiana,47960,hydroelectric,4,Conventional Hydroelectric
powerplant_hydro_2020.319,319,Oakdale,Northern Indiana Pub Serv Co,Electric Utility,Monticello,Carroll,Indiana,47960,hydroelectric,6,Conventional Hydroelectric
powerplant_hydro_2020.320,320,Markland,"Duke Energy Indiana, LLC",Electric Utility,Florence,Switzerland,Indiana,47020,hydroelectric,45,Conventional Hydroelectric
powerplant_hydro_2020.321,321,Manti Lower,City of Manti - (UT),Electric Utility,Manti,Sanpete,Utah,84642,hydroelectric,1,Conventional Hydroelectric
powerplant_hydro_2020.322,322,Iowa Hydro LLC,Renewable World Energies LLC,IPP Non-CHP,Maquoketa,Jackson,Iowa,52060,hydroelectric,1.2,Conventional Hydroelectric
powerplant_hydro_2020.323,323,Keokuk,Union Electric Co - (MO),Electric Utility,Keokuk,Lee,Iowa,52632,hydroelectric,142,Conventional Hydroelectric
powerplant_hydro_2020.324,324,Ottumwa City of,Ottumwa City of,Electric Utility,Ottumwa,Wapello,Iowa,52501,hydroelectric,3.2,Conventional Hydroelectric
powerplant_hydro_2020.325,325,Dix Dam,Kentucky Utilities Co,Electric Utility,Harrodsburg,Mercer,Kentucky,40330,hydroelectric,31.5,Conventional Hydroelectric
powerplant_hydro_2020.326,326,Mother Ann Lee,Lock 7 Hydro Partners LLC,IPP Non-CHP,Harrodsburg,Mercer,Kentucky,40330,hydroelectric,2.3,Conventional Hydroelectric
powerplant_hydro_2020.327,327,Ohio Falls,Louisville Gas & Electric Co,Electric Utility,Shippingport Island,Jefferson,Kentucky,40212,hydroelectric,100.8,Conventional Hydroelectric
powerplant_hydro_2020.328,328,Barkley,USCE-Nashville District,Electric Utility,Kuttawa,Lyon,Kentucky,42055,hydroelectric,148,Conventional Hydroelectric
powerplant_hydro_2020.329,329,Kentucky Dam,Tennessee Valley Authority,Electric Utility,Grand Rivers,Marshall,Kentucky,42045,hydroelectric,222.5,Conventional Hydroelectric
powerplant_hydro_2020.330,330,Wolf Creek,USCE-Nashville District,Electric Utility,Jamestown,Russell,Kentucky,42629,hydroelectric,312,Conventional Hydroelectric
powerplant_hydro_2020.331,331,Ellsworth Hydro Station,"Brookfield Black Bear Hydro, LLC",IPP Non-CHP,Ellsworth,Hancock,Maine,4605,hydroelectric,9.3,Conventional Hydroelectric
powerplant_hydro_2020.332,332,Milford Hydro Station,"Brookfield Black Bear Hydro, LLC",IPP Non-CHP,Milford,Penobscot,Maine,4461,hydroelectric,7.8,Conventional Hydroelectric
powerplant_hydro_2020.333,333,Stillwater Hydro Station,"Brookfield Black Bear Hydro, LLC",IPP Non-CHP,Stillwater,Penobscot,Maine,4468,hydroelectric,2.1,Conventional Hydroelectric
powerplant_hydro_2020.334,334,Androscoggin 3,Brookfield White Pine Hydro LLC,IPP Non-CHP,Lewiston,Androscoggin,Maine,4240,hydroelectric,3.4,Conventional Hydroelectric
powerplant_hydro_2020.335,335,Bar Mills,Brookfield White Pine Hydro LLC,IPP Non-CHP,Bar Mills,York,Maine,4042,hydroelectric,4,Conventional Hydroelectric
powerplant_hydro_2020.336,336,Bonny Eagle,Brookfield White Pine Hydro LLC,IPP Non-CHP,Hollis,York,Maine,4042,hydroelectric,9,Conventional Hydroelectric
powerplant_hydro_2020.337,337,Brunswick Hydro,Brookfield White Pine Hydro LLC,IPP Non-CHP,Brunswick,Cumberland,Maine,4011,hydroelectric,20,Conventional Hydroelectric
powerplant_hydro_2020.338,338,Cataract Hydro,Brookfield White Pine Hydro LLC,IPP Non-CHP,Saco,York,Maine,4072,hydroelectric,8,Conventional Hydroelectric
powerplant_hydro_2020.339,339,Deer Rips,Brookfield White Pine Hydro LLC,IPP Non-CHP,Auburn,Androscoggin,Maine,4210,hydroelectric,6.2,Conventional Hydroelectric
powerplant_hydro_2020.340,340,Gulf Island,Brookfield White Pine Hydro LLC,IPP Non-CHP,Lewiston,Androscoggin,Maine,4240,hydroelectric,23.2,Conventional Hydroelectric
powerplant_hydro_2020.341,341,Harris Hydro,Brookfield White Pine Hydro LLC,IPP Non-CHP,West Forks,Somerset,Maine,4985,hydroelectric,87.4,Conventional Hydroelectric
powerplant_hydro_2020.342,342,Hiram,Brookfield White Pine Hydro LLC,IPP Non-CHP,Hiram,Cumberland,Maine,4024,hydroelectric,11.6,Conventional Hydroelectric
powerplant_hydro_2020.343,343,Messalonskee 2 (Oakland),Messalonskee Stream Hydro LLC,IPP Non-CHP,Oakland,Kennebec,Maine,4963,hydroelectric,2.8,Conventional Hydroelectric
powerplant_hydro_2020.344,344,Messalonskee 3,Messalonskee Stream Hydro LLC,IPP Non-CHP,Oakland,Kennebec,Maine,4963,hydroelectric,1.6,Conventional Hydroelectric
powerplant_hydro_2020.345,345,Messalonskee 5,Messalonskee Stream Hydro LLC,IPP Non-CHP,Waterville,Kennebec,Maine,4901,hydroelectric,1.8,Conventional Hydroelectric
powerplant_hydro_2020.346,346,North Gorham,Brookfield White Pine Hydro LLC,IPP Non-CHP,Gorham,Cumberland,Maine,4038,hydroelectric,2,Conventional Hydroelectric
powerplant_hydro_2020.347,347,Shawmut,Brookfield White Pine Hydro LLC,IPP Non-CHP,Shawmut,Somerset,Maine,4975,hydroelectric,9.2,Conventional Hydroelectric
powerplant_hydro_2020.348,348,Skelton,Brookfield White Pine Hydro LLC,IPP Non-CHP,Dayton,York,Maine,4042,hydroelectric,21.6,Conventional Hydroelectric
powerplant_hydro_2020.349,349,West Buxton,Brookfield White Pine Hydro LLC,IPP Non-CHP,Buxton,York,Maine,4093,hydroelectric,7.7,Conventional Hydroelectric
powerplant_hydro_2020.350,350,Weston Hydro,Brookfield White Pine Hydro LLC,IPP Non-CHP,Skowhegan,Somerset,Maine,4976,hydroelectric,13.2,Conventional Hydroelectric
powerplant_hydro_2020.351,351,Williams Hydro,Brookfield White Pine Hydro LLC,IPP Non-CHP,Solon,Somerset,Maine,4979,hydroelectric,14.9,Conventional Hydroelectric
powerplant_hydro_2020.352,352,Wyman Hydro,Brookfield White Pine Hydro LLC,IPP Non-CHP,Bingham,Somerset,Maine,4920,hydroelectric,88.5,Conventional Hydroelectric
powerplant_hydro_2020.353,353,Squa Pan Hydro Station,Algonquin Northern Maine,IPP Non-CHP,Masardis,Aroostook,Maine,4732,hydroelectric,1.4,Conventional Hydroelectric
powerplant_hydro_2020.354,354,Deep Creek,BP Piney & Deep Creek LLC,IPP Non-CHP,Oakland,Garrett,Maryland,21550,hydroelectric,18,Conventional Hydroelectric
powerplant_hydro_2020.355,355,Conowingo,,IPP Non-CHP,Darlington,Harford,Maryland,21034,hydroelectric,572,Conventional Hydroelectric
powerplant_hydro_2020.356,356,Boatlock,City of Holyoke Gas and Electric Dept.,Electric Utility,Holyoke,Hampden,Massachusetts,1040,hydroelectric,3.4,Conventional Hydroelectric
powerplant_hydro_2020.357,357,Chemical,City of Holyoke Gas and Electric Dept.,Electric Utility,Holyoke,Hampden,Massachusetts,1040,hydroelectric,1.6,Conventional Hydroelectric
powerplant_hydro_2020.358,358,Hadley Falls,City of Holyoke Gas and Electric Dept.,Electric Utility,Holyoke,Hampden,Massachusetts,1040,hydroelectric,33.1,Conventional Hydroelectric
powerplant_hydro_2020.359,359,Riverside Holyoke,City of Holyoke Gas and Electric Dept.,Electric Utility,Holyoke,Hampden,Massachusetts,1040,hydroelectric,6.9,Conventional Hydroelectric
powerplant_hydro_2020.360,360,Deerfield 5,"Great River Hydro, LLC",IPP Non-CHP,Florida,Berkshire,Massachusetts,1247,hydroelectric,13.9,Conventional Hydroelectric
powerplant_hydro_2020.361,361,Cabot,"FirstLight Power Resources, Inc. - MA",IPP Non-CHP,Montague,Franklin,Massachusetts,1376,hydroelectric,61.8,Conventional Hydroelectric
powerplant_hydro_2020.362,362,Cobble Mountain,City of Holyoke Gas and Electric Dept.,Electric Utility,Granville,Hampden,Massachusetts,1034,hydroelectric,32.6,Conventional Hydroelectric
powerplant_hydro_2020.363,363,Gardners Falls,"Central Rivers Power MA, LLC",IPP Non-CHP,Buckland,Franklin,Massachusetts,1370,hydroelectric,3.5,Conventional Hydroelectric
powerplant_hydro_2020.364,364,Putts Bridge,"Central Rivers Power MA, LLC",IPP Non-CHP,Ludlow,Hampden,Massachusetts,1056,hydroelectric,3.2,Conventional Hydroelectric
powerplant_hydro_2020.365,365,Redbridge,"Central Rivers Power MA, LLC",IPP Non-CHP,Wilbraham,Hampden,Massachusetts,1095,hydroelectric,3.6,Conventional Hydroelectric
powerplant_hydro_2020.366,366,Alcona,Consumers Energy Co,Electric Utility,Glennie,Alcona,Michigan,48737,hydroelectric,2.8,Conventional Hydroelectric
powerplant_hydro_2020.367,367,Allegan Dam,Consumers Energy Co,Electric Utility,Allegan,Allegan,Michigan,49010,hydroelectric,1.3,Conventional Hydroelectric
powerplant_hydro_2020.368,368,C W Tippy,Consumers Energy Co,Electric Utility,Wellston,Manistee,Michigan,49689,hydroelectric,6.3,Conventional Hydroelectric
powerplant_hydro_2020.369,369,Cooke,Consumers Energy Co,Electric Utility,Oscoda,Iosco,Michigan,48750,hydroelectric,7.2,Conventional Hydroelectric
powerplant_hydro_2020.370,370,Croton,Consumers Energy Co,Electric Utility,Newaygo,Newaygo,Michigan,49337,hydroelectric,3.6,Conventional Hydroelectric
powerplant_hydro_2020.371,371,Five Channels,Consumers Energy Co,Electric Utility,Oscoda,Iosco,Michigan,48750,hydroelectric,6.2,Conventional Hydroelectric
powerplant_hydro_2020.372,372,Foote,Consumers Energy Co,Electric Utility,Oscoda,Iosco,Michigan,48750,hydroelectric,3,Conventional Hydroelectric
powerplant_hydro_2020.373,373,Hardy,Consumers Energy Co,Electric Utility,Newaygo,Newaygo,Michigan,49337,hydroelectric,32.1,Conventional Hydroelectric
powerplant_hydro_2020.374,374,Hodenpyl,Consumers Energy Co,Electric Utility,Mesick,Wexford,Michigan,49668,hydroelectric,4,Conventional Hydroelectric
powerplant_hydro_2020.375,375,Loud,Consumers Energy Co,Electric Utility,Oscoda,Iosco,Michigan,48750,hydroelectric,5.2,Conventional Hydroelectric
powerplant_hydro_2020.376,376,Mio,Consumers Energy Co,Electric Utility,Mio,Oscoda,Michigan,48647,hydroelectric,1.6,Conventional Hydroelectric
powerplant_hydro_2020.377,377,Rogers,Consumers Energy Co,Electric Utility,Big Rapids,Mecosta,Michigan,49307,hydroelectric,2.6,Conventional Hydroelectric
powerplant_hydro_2020.378,378,Webber,Consumers Energy Co,Electric Utility,Lyons,Ionia,Michigan,48851,hydroelectric,1.1,Conventional Hydroelectric
powerplant_hydro_2020.379,379,Edison Sault,Cloverland Electric Co-op,Electric Utility,Sault Ste. Marie,Chippewa,Michigan,49783,hydroelectric,29.2,Conventional Hydroelectric
powerplant_hydro_2020.380,380,Berrien Springs,Indiana Michigan Power Co,Electric Utility,Berrien Springs,Berrien,Michigan,49103,hydroelectric,4.8,Conventional Hydroelectric
powerplant_hydro_2020.381,381,Buchanan (MI),Indiana Michigan Power Co,Electric Utility,Buchanan,Berrien,Michigan,49107,hydroelectric,2,Conventional Hydroelectric
powerplant_hydro_2020.382,382,Saxon Falls,Northern States Power Co - Minnesota,Electric Utility,Saxon,Iron,Wisconsin,54559,hydroelectric,1,Conventional Hydroelectric
powerplant_hydro_2020.383,383,Superior Falls,Northern States Power Co - Minnesota,Electric Utility,Ironwood,Gogebic,Michigan,54559,hydroelectric,1,Conventional Hydroelectric
powerplant_hydro_2020.384,384,Constantine,Indiana Michigan Power Co,Electric Utility,Constantine,St Joseph,Michigan,49042,hydroelectric,0.4,Conventional Hydroelectric
powerplant_hydro_2020.385,385,Mottville,Indiana Michigan Power Co,Electric Utility,White Pigeon,St Joseph,Michigan,49099,hydroelectric,0.4,Conventional Hydroelectric
powerplant_hydro_2020.386,386,Prickett,Upper Peninsula Power Company,Electric Utility,Pelkie,Baraga,Michigan,49958,hydroelectric,0.8,Conventional Hydroelectric
powerplant_hydro_2020.387,387,Victoria Dam,Upper Peninsula Power Company,Electric Utility,Rockland,Ontonagon,Michigan,49960,hydroelectric,11.8,Conventional Hydroelectric
powerplant_hydro_2020.388,388,Brule,Wisconsin Electric Power Co,Electric Utility,Florence,Florence,Wisconsin,54121,hydroelectric,5.3,Conventional Hydroelectric
powerplant_hydro_2020.389,389,Chalk Hill,Wisconsin Electric Power Co,Electric Utility,Stephenson,Menominee,Michigan,49887,hydroelectric,7.8,Conventional Hydroelectric
powerplant_hydro_2020.390,390,Hemlock Falls,Wisconsin Electric Power Co,Electric Utility,Crystal Falls,Iron,Michigan,49920,hydroelectric,2.8,Conventional Hydroelectric
powerplant_hydro_2020.391,391,Kingsford,Wisconsin Electric Power Co,Electric Utility,Kingsford,Dickinson,Michigan,49801,hydroelectric,7.2,Conventional Hydroelectric
powerplant_hydro_2020.392,392,Michigamme Falls,Wisconsin Electric Power Co,Electric Utility,Crystal Falls,Iron,Michigan,49920,hydroelectric,9.6,Conventional Hydroelectric
powerplant_hydro_2020.393,393,Peavy Falls,Wisconsin Electric Power Co,Electric Utility,Crystal Falls,Iron,Michigan,49920,hydroelectric,12,Conventional Hydroelectric
powerplant_hydro_2020.394,394,Way Dam,Wisconsin Electric Power Co,Electric Utility,Crystal Falls,Iron,Michigan,49920,hydroelectric,1.8,Conventional Hydroelectric
powerplant_hydro_2020.395,395,White Rapids,Wisconsin Electric Power Co,Electric Utility,Stephenson,Menominee,Michigan,49887,hydroelectric,7.2,Conventional Hydroelectric
powerplant_hydro_2020.396,396,Grand Rapids,Wisconsin Public Service Corp,Electric Utility,Ingalls,Menominee,Michigan,49848,hydroelectric,7.5,Conventional Hydroelectric
powerplant_hydro_2020.397,397,Crystal Falls,City of Crystal Falls,Electric Utility,Crystal Falls,Iron,Michigan,49920,hydroelectric,1,Conventional Hydroelectric
powerplant_hydro_2020.398,398,James R Smith,City of Marquette - (MI),Electric Utility,Marquette,Marquette,Michigan,49855,hydroelectric,3.2,Conventional Hydroelectric
powerplant_hydro_2020.399,399,Norway (MI),City of Norway,Electric Utility,Norway,Dickinson,Michigan,49870,hydroelectric,5.9,Conventional Hydroelectric
powerplant_hydro_2020.400,400,Hydro Plant,City of Sturgis,Electric Utility,Three Rivers,St Joseph,Michigan,49093,hydroelectric,2.2,Conventional Hydroelectric
powerplant_hydro_2020.401,401,Saint Marys Falls,USACE-Detroit District,Electric Utility,Sault Ste. Marie,Chippewa,Michigan,49783,hydroelectric,20.3,Conventional Hydroelectric
powerplant_hydro_2020.402,402,Kleber,Tower Kleber Ltd Partnership,IPP Non-CHP,Onaway,Cheboygan,Michigan,49765,hydroelectric,1.8,Conventional Hydroelectric
powerplant_hydro_2020.403,403,Blanchard,"ALLETE, Inc.",Electric Utility,Royalton,Morrison,Minnesota,56373,hydroelectric,16.2,Conventional Hydroelectric
powerplant_hydro_2020.404,404,Fond Du Lac,"ALLETE, Inc.",Electric Utility,Duluth,St Louis,Minnesota,55808,hydroelectric,13.1,Conventional Hydroelectric
powerplant_hydro_2020.405,405,Knife Falls,"ALLETE, Inc.",Electric Utility,Cloquet,Carlton,Minnesota,55720,hydroelectric,2.3,Conventional Hydroelectric
powerplant_hydro_2020.406,406,Little Falls (MN),"ALLETE, Inc.",Electric Utility,Little Falls,Morrison,Minnesota,56345,hydroelectric,5.1,Conventional Hydroelectric
powerplant_hydro_2020.407,407,Pillager,"ALLETE, Inc.",Electric Utility,Pillager,Cass,Minnesota,56473,hydroelectric,1.7,Conventional Hydroelectric
powerplant_hydro_2020.408,408,Scanlon,"ALLETE, Inc.",Electric Utility,Scanlon,Carlton,Minnesota,55720,hydroelectric,1.6,Conventional Hydroelectric
powerplant_hydro_2020.409,409,Sylvan,"ALLETE, Inc.",Electric Utility,Pillager,Cass,Minnesota,56473,hydroelectric,1.8,Conventional Hydroelectric
powerplant_hydro_2020.410,410,Thomson,"ALLETE, Inc.",Electric Utility,Carlton,Carlton,Minnesota,55718,hydroelectric,76.2,Conventional Hydroelectric
powerplant_hydro_2020.411,411,Winton,"ALLETE, Inc.",Electric Utility,Winton,Lake,Minnesota,55796,hydroelectric,4.1,Conventional Hydroelectric
powerplant_hydro_2020.412,412,Hennepin Island,Northern States Power Co - Minnesota,Electric Utility,Minneapolis,Hennepin,Minnesota,55401,hydroelectric,6.1,Conventional Hydroelectric
powerplant_hydro_2020.413,413,Granite Falls,City of Granite Falls - (MN),Electric Utility,Granite Falls,Chippewa,Minnesota,56241,hydroelectric,1.1,Conventional Hydroelectric
powerplant_hydro_2020.414,414,Rochester Hydro,Rochester Public Utilities,Electric Utility,Mazeppa,Wabasha,Minnesota,55956,hydroelectric,2.6,Conventional Hydroelectric
powerplant_hydro_2020.415,415,Niangua,Sho-Me Power Electric Coop,Electric Utility,Camdenton,Camden,Missouri,65020,hydroelectric,3,Conventional Hydroelectric
powerplant_hydro_2020.416,416,Osage Dam,Union Electric Co - (MO),Electric Utility,Eldon,Miller,Missouri,65026,hydroelectric,234,Conventional Hydroelectric
powerplant_hydro_2020.417,417,Stockton Hydro,USCE-Kansas City District,Electric Utility,Stockton,Cedar,Missouri,65785,hydroelectric,52,Conventional Hydroelectric
powerplant_hydro_2020.418,418,Table Rock,USCE-Little Rock District,Electric Utility,Branson,Taney,Missouri,65616,hydroelectric,216.5,Conventional Hydroelectric
powerplant_hydro_2020.419,419,Black Eagle,NorthWestern Energy,Electric Utility,Great Falls,Cascade,Montana,59404,hydroelectric,21,Conventional Hydroelectric
powerplant_hydro_2020.420,420,Cochrane,NorthWestern Energy,Electric Utility,Great Falls,Cascade,Montana,59404,hydroelectric,62,Conventional Hydroelectric
powerplant_hydro_2020.421,421,Hauser,NorthWestern Energy,Electric Utility,Helena,Lewis and Clark,Montana,59602,hydroelectric,18.2,Conventional Hydroelectric
powerplant_hydro_2020.422,422,Holter,NorthWestern Energy,Electric Utility,Wolf Creek,Cascade,Montana,59648,hydroelectric,53.2,Conventional Hydroelectric
powerplant_hydro_2020.423,423,Selis Ksanka Qlispe,Energy Keepers Inc,Electric Utility,Polson,Lake,Montana,59860,hydroelectric,206,Conventional Hydroelectric
powerplant_hydro_2020.424,424,Morony,NorthWestern Energy,Electric Utility,Great Falls,Cascade,Montana,59404,hydroelectric,49,Conventional Hydroelectric
powerplant_hydro_2020.425,425,Mystic,NorthWestern Energy,Electric Utility,Fishtail,Stillwater,Montana,59028,hydroelectric,12,Conventional Hydroelectric
powerplant_hydro_2020.426,426,Rainbow (MT),NorthWestern Energy,Electric Utility,Great Falls,Cascade,Montana,59404,hydroelectric,64,Conventional Hydroelectric
powerplant_hydro_2020.427,427,Ryan,NorthWestern Energy,Electric Utility,Great Falls,Cascade,Montana,59404,hydroelectric,69.5,Conventional Hydroelectric
powerplant_hydro_2020.428,428,Thompson Falls,NorthWestern Energy,Electric Utility,Thompson Falls,Sanders,Montana,59873,hydroelectric,93.5,Conventional Hydroelectric
powerplant_hydro_2020.429,429,Noxon Rapids,Avista Corp,Electric Utility,Noxon,Sanders,Montana,59853,hydroelectric,580.7,Conventional Hydroelectric
powerplant_hydro_2020.430,430,Hungry Horse,U S Bureau of Reclamation,Electric Utility,Columbia Falls,Flathead,Montana,59919,hydroelectric,428,Conventional Hydroelectric
powerplant_hydro_2020.431,431,Yellowtail,U S Bureau of Reclamation,Electric Utility,Hardin,Big Horn,Montana,59034,hydroelectric,278.1,Conventional Hydroelectric
powerplant_hydro_2020.432,432,Jeffrey,Central Nebraska Pub P&I Dist,Electric Utility,Brady,Lincoln,Nebraska,69123,hydroelectric,21,Conventional Hydroelectric
powerplant_hydro_2020.433,433,Johnson 1,Central Nebraska Pub P&I Dist,Electric Utility,Elwood,Gosper,Nebraska,68937,hydroelectric,20,Conventional Hydroelectric
powerplant_hydro_2020.434,434,Johnson 2,Central Nebraska Pub P&I Dist,Electric Utility,Lexington,Gosper,Nebraska,68850,hydroelectric,22.5,Conventional Hydroelectric
powerplant_hydro_2020.435,435,Columbus,Loup River Public Power Dist,Electric Utility,Columbus,Platte,Nebraska,68601,hydroelectric,45,Conventional Hydroelectric
powerplant_hydro_2020.436,436,Kearney,Nebraska Public Power District,Electric Utility,Kearney,Buffalo,Nebraska,68847,hydroelectric,1,Conventional Hydroelectric
powerplant_hydro_2020.437,437,Monroe (NE),Loup River Public Power Dist,Electric Utility,Monroe,Platte,Nebraska,68647,hydroelectric,3,Conventional Hydroelectric
powerplant_hydro_2020.438,438,North Platte,Nebraska Public Power District,Electric Utility,North Platte,Lincoln,Nebraska,69101,hydroelectric,24,Conventional Hydroelectric
powerplant_hydro_2020.439,439,Spencer Hydro,Nebraska Public Power District,Electric Utility,Spencer,Boyd,Nebraska,68777,hydroelectric,1.2,Conventional Hydroelectric
powerplant_hydro_2020.440,440,Comerford,"Great River Hydro, LLC",IPP Non-CHP,Monroe,Grafton,New Hampshire,3771,hydroelectric,165.9,Conventional Hydroelectric
powerplant_hydro_2020.441,441,S C Moore,"Great River Hydro, LLC",IPP Non-CHP,Littleton,Grafton,New Hampshire,3561,hydroelectric,188.8,Conventional Hydroelectric
powerplant_hydro_2020.442,442,Vernon Dam,"Great River Hydro, LLC",IPP Non-CHP,Vernon,Windham,Vermont,5354,hydroelectric,33.8,Conventional Hydroelectric
powerplant_hydro_2020.443,443,Wilder,"Great River Hydro, LLC",IPP Non-CHP,Hartford,Windsor,Vermont,5047,hydroelectric,39,Conventional Hydroelectric
powerplant_hydro_2020.444,444,Amoskeag,"Central Rivers Power NH, LLC",Electric Utility,Manchester,Hillsborough,New Hampshire,3102,hydroelectric,16.8,Conventional Hydroelectric
powerplant_hydro_2020.445,445,Ayers Island,"Central Rivers Power NH, LLC",Electric Utility,Bristol,Grafton,New Hampshire,3222,hydroelectric,8.4,Conventional Hydroelectric
powerplant_hydro_2020.446,446,Eastman Falls,"Central Rivers Power NH, LLC",Electric Utility,Franklin,Merrimack,New Hampshire,3235,hydroelectric,5.6,Conventional Hydroelectric
powerplant_hydro_2020.447,447,Garvins Falls,"Central Rivers Power NH, LLC",Electric Utility,Bow,Merrimack,New Hampshire,3301,hydroelectric,12.3,Conventional Hydroelectric
powerplant_hydro_2020.448,448,Gorham,"Central Rivers Power NH, LLC",Electric Utility,Gorham,Coos,New Hampshire,3581,hydroelectric,2,Conventional Hydroelectric
powerplant_hydro_2020.449,449,Hooksett,"Central Rivers Power NH, LLC",Electric Utility,Hooksett,Merrimack,New Hampshire,3106,hydroelectric,1.6,Conventional Hydroelectric
powerplant_hydro_2020.450,450,Jackman,"Central Rivers Power NH, LLC",Electric Utility,Hillsborough,Hillsborough,New Hampshire,3244,hydroelectric,3.6,Conventional Hydroelectric
powerplant_hydro_2020.451,451,Smith (NH),"Central Rivers Power NH, LLC",Electric Utility,Berlin,Coos,New Hampshire,3570,hydroelectric,11.7,Conventional Hydroelectric
powerplant_hydro_2020.452,452,Dashville,Central Hudson Gas & Elec Corp,Electric Utility,Dashville,Ulster,New York,12471,hydroelectric,4.8,Conventional Hydroelectric
powerplant_hydro_2020.453,453,Neversink,New York Power Authority,Electric Utility,Grahmsville,Sullivan,New York,12740,hydroelectric,25,Conventional Hydroelectric
powerplant_hydro_2020.454,454,Sturgeon,Central Hudson Gas & Elec Corp,Electric Utility,Tillson,Ulster,New York,12486,hydroelectric,14.4,Conventional Hydroelectric
