FID,ogc_fid,plant_name,utility_na,sector_nam,city,county,statename,zip,primsource,total_mw,tech_desc
powerplant_solar_2020.360,360,Bed Bath & Beyond DC Port Reading NJ,Bed Bath & Beyond,Commercial Non-CHP,Port Reading,Middlesex,New Jersey,7008,solar,1.8,Solar Photovoltaic
powerplant_solar_2020.775,775,Intel Folsom Phase 2,Tesla Inc.,IPP Non-CHP,Folsom,Sacramento,California,95360,solar,1,Solar Photovoltaic
powerplant_solar_2020.965,965,Faison Solar,USF Surry LLC,IPP Non-CHP,Faison,Duplin,North Carolina,28341,solar,2,Solar Photovoltaic
powerplant_solar_2020.2228,2228,Grafton PV,GSRP,IPP Non-CHP,Grafton,Worcester,Massachusetts,1519,solar,2.7,Solar Photovoltaic
powerplant_solar_2020.2756,2756,Eichtens II CSG,,IPP Non-CHP,Winstead,Chisago,Minnesota,55012,solar,1,Solar Photovoltaic
powerplant_solar_2020.3091,3091,Kearsarge Gill,Kearsarge Gill LLC,IPP Non-CHP,Gill,Franklin,Massachusetts,1354,solar,2,Solar Photovoltaic
powerplant_solar_2020.1,1,General Electric Aircraft Engines,General Electric Aircraft Engines,Industrial Non-CHP,Lynn,Essex,Massachusetts,1910,solar,2.1,Solar Photovoltaic
powerplant_solar_2020.2,2,Sunray 2,"Sunray Energy 2, LLC",IPP Non-CHP,Daggett,San Bernardino,California,92327,solar,20,Solar Photovoltaic
powerplant_solar_2020.3,3,Sunray 3,Sunray Energy 3 LLC,IPP Non-CHP,Daggett,San Bernardino,California,92327,solar,13.8,Solar Photovoltaic
powerplant_solar_2020.4,4,SEGS III,FPL Energy Operating Services Inc - SEGS,IPP Non-CHP,Boron,San Bernardino,California,93516,solar,36,Solar Thermal without Energy Storage
powerplant_solar_2020.5,5,SEGS IV,FPL Energy Operating Services Inc - SEGS,IPP Non-CHP,Boron,San Bernardino,California,93516,solar,36,Solar Thermal without Energy Storage
powerplant_solar_2020.6,6,SEGS V,FPL Energy Operating Services Inc - SEGS,IPP Non-CHP,Boron,San Bernardino,California,93516,solar,36,Solar Thermal without Energy Storage
powerplant_solar_2020.7,7,SEGS VI,FPL Energy Operating Services Inc - SEGS,IPP Non-CHP,Boron,San Bernardino,California,93516,solar,36,Solar Thermal without Energy Storage
powerplant_solar_2020.8,8,SEGS VII,FPL Energy Operating Services Inc - SEGS,IPP Non-CHP,Boron,San Bernardino,California,93516,solar,36,Solar Thermal without Energy Storage
powerplant_solar_2020.9,9,SEGS VIII,Terra-Gen Operating Co-Solar,IPP Non-CHP,Hinkley,San Bernardino,California,92347,solar,88,Solar Thermal without Energy Storage
powerplant_solar_2020.10,10,SEGS IX,Terra-Gen Operating Co-Solar,IPP Non-CHP,Hinkley,San Bernardino,California,92347,solar,88,Solar Thermal without Energy Storage
powerplant_solar_2020.11,11,Prescott Airport,Arizona Public Service Co,Electric Utility,Prescott,Yavapai,Arizona,86301,solar,2.1,Solar Photovoltaic
powerplant_solar_2020.12,12,Nevada Solar One,Acciona Solar Power,IPP Non-CHP,Boulder City,Clark,Nevada,89005,solar,68.5,Solar Thermal without Energy Storage
powerplant_solar_2020.13,13,SunE Alamosa,SunE Alamosa1 LLC,IPP Non-CHP,Hooper,Alamosa,Colorado,81136,solar,7.7,Solar Photovoltaic
powerplant_solar_2020.14,14,Nellis Air Force Base Solar Array,Solar Star NAFB LLC,Commercial Non-CHP,Las Vegas,Clark,Nevada,89191,solar,14,Solar Photovoltaic
powerplant_solar_2020.15,15,Lanai Solar-Electric Plant,Lanai Sustainability Research LLC,IPP Non-CHP,Lanai City,Maui,Hawaii,96763,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.16,16,CalRenew-1,CalRenew-1 LLC,IPP Non-CHP,Mendota,Fresno,California,93640,solar,5,Solar Photovoltaic
powerplant_solar_2020.17,17,Solana Generating Station,Arizona Solar One LLC,IPP Non-CHP,Gila Bend,Maricopa,Arizona,85337,solar,295.6,Solar Thermal with Energy Storage
powerplant_solar_2020.18,18,CSU Fresno Solar Project,MMA Fresno Power LP,IPP Non-CHP,Fresno,Fresno,California,93740,solar,1,Solar Photovoltaic
powerplant_solar_2020.19,19,ELACC Photovoltaic Power Facility,MMA LA Power LP,IPP Non-CHP,Los Angeles,Los Angeles,California,91754,solar,0.8,Solar Photovoltaic
powerplant_solar_2020.20,20,Denver Int Airport,MMA DAS Power,IPP Non-CHP,Denver,Denver,Colorado,80249,solar,1.9,Solar Photovoltaic
powerplant_solar_2020.21,21,Bolthouse S&P and Rowen Farms Solar,MMA WBF Power LP,IPP Non-CHP,Palmdale,Los Angeles,California,93591,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.22,22,Sacramento Soleil LLC,"EDF Renewable Asset Holdings, Inc.",IPP Non-CHP,Wilton,Sacramento,California,95693,solar,1,Solar Photovoltaic
powerplant_solar_2020.23,23,Hall's Warehouse Solar Project,"Sunlight General Solar Fund II, LLC",IPP Non-CHP,South Plainfield,Middlesex,New Jersey,7080,solar,1.6,Solar Photovoltaic
powerplant_solar_2020.24,24,Pennsauken Solar,EPP Renewable Energy,IPP Non-CHP,Pennsauken,Camden,New Jersey,8110,solar,3.9,Solar Photovoltaic
powerplant_solar_2020.25,25,Warren County Solar,EPP Renewable Energy,IPP Non-CHP,Belvidere,Warren,New Jersey,8865,solar,2,Solar Photovoltaic
powerplant_solar_2020.26,26,PPL Renewable Energy Merck Solar,EPP Renewable Energy,IPP Non-CHP,Summit,Union,New Jersey,7901,solar,1.7,Solar Photovoltaic
powerplant_solar_2020.27,27,Atlantic City Convention Center,"Constellation Solar New Jersey, LLC",Commercial Non-CHP,Atlantic City,Atlantic,New Jersey,8401,solar,2,Solar Photovoltaic
powerplant_solar_2020.28,28,Gap Pacific Distribution Center,GSRP,Commercial Non-CHP,Fresno,Fresno,California,93727,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.29,29,SAS Solar Farm,SAS Institute Inc,IPP Non-CHP,Cary,Wake,North Carolina,27513,solar,2,Solar Photovoltaic
powerplant_solar_2020.30,30,"Imperial Valley Solar, LLC","Imperial Valley Solar, LLC",IPP Non-CHP,Calexico,Imperial,California,92231,solar,199.9,Solar Photovoltaic
powerplant_solar_2020.31,31,WWRF Solar Plant,SunE U6 Holdings LLC,IPP Non-CHP,Rifle,Garfield,Colorado,81650,solar,1.3,Solar Photovoltaic
powerplant_solar_2020.32,32,DeSoto Next Generation Solar Energy,Florida Power & Light Co,Electric Utility,Arcadia,DeSoto,Florida,34265,solar,25,Solar Photovoltaic
powerplant_solar_2020.33,33,Space Coast Next Gen Solar Energy,Florida Power & Light Co,Electric Utility,Merritt Island,Brevard,Florida,32927,solar,10,Solar Photovoltaic
powerplant_solar_2020.34,34,SunEdison LV Sutton Plant Site,SunE NC Progress 1 LLC,IPP Non-CHP,Wilmington,New Hanover,North Carolina,28401,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.35,35,Solar Blythe LLC,NRG Solar Blythe,IPP Non-CHP,Blythe,Riverside,California,92225,solar,21,Solar Photovoltaic
powerplant_solar_2020.36,36,CM10,Consolidated Edison Development Inc.,IPP Non-CHP,Boulder City,Clark,Nevada,89005,solar,10,Solar Photovoltaic
powerplant_solar_2020.37,37,QVC Inc,QVC Inc,IPP Non-CHP,Rocky Mount,Edgecombe,North Carolina,27801,solar,3.9,Solar Photovoltaic
powerplant_solar_2020.38,38,MF Mesa Lane LLC,MF Mesa Lane LLC,IPP Non-CHP,Morrisville,Bucks,Pennsylvania,19067,solar,3,Solar Photovoltaic
powerplant_solar_2020.39,39,Solar Photovoltaic Project #02,Southern California Edison Co,Electric Utility,Chino,San Bernardino,California,91710,solar,1,Solar Photovoltaic
powerplant_solar_2020.40,40,SunEdison Walgreens Moreno Valley,SunE WG113 Moreno Valley LLC,IPP Non-CHP,Moreno Valley,Riverside,California,92551,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.41,41,Mariani Packing Vacaville Solar,SunE U6 Holdings LLC,IPP Non-CHP,Vacaville,Solano,California,95688,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.42,42,Walgreens Woodland Distribution Center,SunE WG45 Woodland LLC,IPP Non-CHP,Woodland,Yolo,California,95776,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.43,43,SunEdison Ironwood State Prison,SunE CPA CDC2 LLC,IPP Non-CHP,Blythe,Riverside,California,92225,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.44,44,SunEdison Procter & Gamble Oxnard,SunE U6 Holdings LLC,IPP Non-CHP,Oxnard,Ventura,California,95826,solar,0.8,Solar Photovoltaic
powerplant_solar_2020.45,45,Kohls San Bernardino Solar Facility,Longroad Energy Services LLC,IPP Non-CHP,San Bernardino,San Bernardino,California,92408,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.46,46,SunEdison Anheuser Busch Fairfield,SunE M5 Holdings LLC,IPP Non-CHP,Fairfield,Solano,California,94534,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.47,47,Chuckawalla Valley State Prison,SunE CPA CDC1 LLC,IPP Non-CHP,Blythe,Riverside,California,92225,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.48,48,SunEdison Walmart Apple Valley DC,SunE M5 Holdings LLC,IPP Non-CHP,Apple Valley,San Bernardino,California,92307,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.49,49,Vaca Dixon Solar Station,Pacific Gas & Electric Co.,Electric Utility,Vacaville,Solano,California,95688,solar,2,Solar Photovoltaic
powerplant_solar_2020.50,50,Ivanpah 2,NRG Energy Services,IPP Non-CHP,Nipton,San Bernardino,California,92364,solar,133.4,Solar Thermal without Energy Storage
powerplant_solar_2020.51,51,Ivanpah 1,NRG Energy Services,IPP Non-CHP,Nipton,San Bernardino,California,92364,solar,133,Solar Thermal without Energy Storage
powerplant_solar_2020.52,52,Ivanpah 3,NRG Energy Services,IPP Non-CHP,Nipton,San Bernardino,California,92364,solar,133.4,Solar Thermal without Energy Storage
powerplant_solar_2020.53,53,Calpine Vineland Solar LLC,Calpine Vineland Solar LLC,IPP Non-CHP,Vineland,Cumberland,New Jersey,8360,solar,4.1,Solar Photovoltaic
powerplant_solar_2020.54,54,RV CSU Power LLC,RV CSU Power LLC,Commercial Non-CHP,Fort Collins,Larimer,Colorado,80521,solar,1.9,Solar Photovoltaic
powerplant_solar_2020.55,55,Exelon Solar Chicago,Exelon Power,IPP Non-CHP,Chicago,Cook,Illinois,60643,solar,9,Solar Photovoltaic
powerplant_solar_2020.56,56,Blue Wing Solar Energy Generation,TX Solar I LLC,IPP Non-CHP,San Antonio,Bexar,Texas,78223,solar,13.5,Solar Photovoltaic
powerplant_solar_2020.57,57,Shelby Solar Energy Generation Facility,Solar Star North Carolina I LLC,IPP Non-CHP,Shelby,Cleveland,North Carolina,28152,solar,1,Solar Photovoltaic
powerplant_solar_2020.58,58,Jacksonville Solar,Jacksonville Solar LLC,IPP Non-CHP,Jacksonville,Duval,Florida,32234,solar,12.5,Solar Photovoltaic
powerplant_solar_2020.59,59,Wyandot Solar Farm,Wyandot Solar LLC,IPP Non-CHP,Upper Sandusky,Wyandot,Ohio,43351,solar,10,Solar Photovoltaic
powerplant_solar_2020.60,60,PSEG Hackettstown,PSEG Solar Hackettstown LLC,IPP Non-CHP,Hackettstown,Warren,New Jersey,7840,solar,2.2,Solar Photovoltaic
powerplant_solar_2020.61,61,CM48,Consolidated Edison Development Inc.,IPP Non-CHP,Boulder City,Clark,Nevada,89005,solar,48,Solar Photovoltaic
powerplant_solar_2020.62,62,Crayola Solar Project,UGI Development Co,IPP Non-CHP,Easton,Northampton,Pennsylvania,18040,solar,2.8,Solar Photovoltaic
powerplant_solar_2020.63,63,Solar Photovoltaic Project #03,Southern California Edison Co,Electric Utility,Rialto,San Bernardino,California,92376,solar,1,Solar Photovoltaic
powerplant_solar_2020.64,64,Solar Photovoltaic Project #05,Southern California Edison Co,Electric Utility,Redlands,San Bernardino,California,92374,solar,2.5,Solar Photovoltaic
powerplant_solar_2020.65,65,Solar Photovoltaic Project #06,Southern California Edison Co,Electric Utility,Ontario,San Bernardino,California,91761,solar,2,Solar Photovoltaic
powerplant_solar_2020.66,66,Solar Photovoltaic Project #07,Southern California Edison Co,Electric Utility,Redlands,San Bernardino,California,92374,solar,2.5,Solar Photovoltaic
powerplant_solar_2020.67,67,Solar Photovoltaic Project #08,Southern California Edison Co,Electric Utility,Ontario,San Bernardino,California,91761,solar,2,Solar Photovoltaic
powerplant_solar_2020.68,68,Solar Photovoltaic Project #09,Southern California Edison Co,Electric Utility,Ontario,San Bernardino,California,91761,solar,1,Solar Photovoltaic
powerplant_solar_2020.69,69,Solar Photovoltaic Project #10,Southern California Edison Co,Electric Utility,Fontana,San Bernardino,California,92335,solar,1.5,Solar Photovoltaic
powerplant_solar_2020.70,70,Solar Photovoltaic Project #11,Southern California Edison Co,Electric Utility,Redlands,San Bernardino,California,92374,solar,3.5,Solar Photovoltaic
powerplant_solar_2020.71,71,Solar Photovoltaic Project #12,Southern California Edison Co,Electric Utility,Ontario,San Bernardino,California,91761,solar,0.5,Solar Photovoltaic
powerplant_solar_2020.72,72,Solar Photovoltaic Project #13,Southern California Edison Co,Electric Utility,Redlands,San Bernardino,California,92374,solar,3.5,Solar Photovoltaic
powerplant_solar_2020.73,73,Solar Photovoltaic Project #15,Southern California Edison Co,Electric Utility,Fontana,San Bernardino,California,92335,solar,3.5,Solar Photovoltaic
powerplant_solar_2020.74,74,Solar Photovoltaic Project #16,Southern California Edison Co,Electric Utility,Redlands,San Bernardino,California,92374,solar,1.5,Solar Photovoltaic
powerplant_solar_2020.75,75,Solar Photovoltaic Project #17,Southern California Edison Co,Electric Utility,Fontana,San Bernardino,California,92335,solar,3.5,Solar Photovoltaic
powerplant_solar_2020.76,76,Solar Photovoltaic Project #18,Southern California Edison Co,Electric Utility,Fontana,San Bernardino,California,92335,solar,1.5,Solar Photovoltaic
powerplant_solar_2020.77,77,Solar Photovoltaic Project #23,Southern California Edison Co,Electric Utility,Fontana,San Bernardino,California,92335,solar,2.5,Solar Photovoltaic
powerplant_solar_2020.78,78,Solar Photovoltaic Project #22,Southern California Edison Co,Electric Utility,Redlands,San Bernardino,California,92374,solar,2,Solar Photovoltaic
powerplant_solar_2020.79,79,Cimarron Solar Facility,Southern Power Co,IPP Non-CHP,Springer,Colfax,New Mexico,87747,solar,30,Solar Photovoltaic
powerplant_solar_2020.80,80,Solar Photovoltaic Project #26,Southern California Edison Co,Electric Utility,Rialto,San Bernardino,California,92376,solar,6,Solar Photovoltaic
powerplant_solar_2020.81,81,Solar Photovoltaic Project #27,Southern California Edison Co,Electric Utility,Rialto,San Bernardino,California,92376,solar,2,Solar Photovoltaic
powerplant_solar_2020.82,82,Solar Photovoltaic Project #28,Southern California Edison Co,Electric Utility,San Bernardino,San Bernardino,California,92408,solar,3.5,Solar Photovoltaic
powerplant_solar_2020.83,83,Victor Valley CC CPV Solar,Victor Valley Community College District,Commercial Non-CHP,Victorville,San Bernardino,California,92395,solar,1,Solar Photovoltaic
powerplant_solar_2020.84,84,PA Solar Park,Consolidated Edison Development Inc.,IPP Non-CHP,Nesquehoning,Carbon,Pennsylvania,18240,solar,10,Solar Photovoltaic
powerplant_solar_2020.85,85,Dorchester Solar Site,Massachusetts Electric Co,Electric Utility,Dorchester,Suffolk,Massachusetts,2122,solar,1,Solar Photovoltaic
powerplant_solar_2020.86,86,Haverhill Solar Power Project,Massachusetts Electric Co,Electric Utility,Haverhill,Essex,Massachusetts,1832,solar,0.8,Solar Photovoltaic
powerplant_solar_2020.87,87,NEDC Solar Site,Massachusetts Electric Co,Electric Utility,Whitinsville,Worcester,Massachusetts,1588,solar,0.8,Solar Photovoltaic
powerplant_solar_2020.88,88,Crescent Dunes Solar Energy,Tonopah Solar Energy LLC,IPP Non-CHP,Tonopah,Nye,Nevada,89049,solar,110,Solar Thermal with Energy Storage
powerplant_solar_2020.89,89,Aqua Ingrams Mill,Aqua America Inc,IPP Non-CHP,West Chester,Chester,Pennsylvania,19380,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.90,90,Alpine Solar,NRG Solar Alpine,IPP Non-CHP,Lancaster,Los Angeles,California,93536,solar,66,Solar Photovoltaic
powerplant_solar_2020.91,91,Adelanto Solar Project,Los Angeles Department of Water & Power,Electric Utility,Adelanto,San Bernardino,California,92301,solar,10,Solar Photovoltaic
powerplant_solar_2020.92,92,Pine Tree Solar Project,Los Angeles Department of Water & Power,Electric Utility,Owenyo,Kern,California,93518,solar,8.5,Solar Photovoltaic
powerplant_solar_2020.93,93,Maclay Solar Project,Los Angeles Department of Water & Power,Electric Utility,Sylmar,Los Angeles,California,91342,solar,2.2,Solar Photovoltaic
powerplant_solar_2020.94,94,Pacific Cruise Ship Terminals Berth 93,Los Angeles Department of Water & Power,Commercial Non-CHP,San Pedro,Los Angeles,California,90731,solar,1.1,Solar Photovoltaic
powerplant_solar_2020.95,95,1420 Coil Av #C,Konoike Pacific,Commercial Non-CHP,Wilmington,Los Angeles,California,90744,solar,1.3,Solar Photovoltaic
powerplant_solar_2020.96,96,Occidental College Solar Project,Occidental College,Commercial Non-CHP,Los Angeles,Los Angeles,California,90041,solar,1,Solar Photovoltaic
powerplant_solar_2020.97,97,Metro Support Services Center Solar,Metropolitan Transportation Authority,Commercial Non-CHP,Los Angeles,Los Angeles,California,90012,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.98,98,Los Angeles Harbor College,Los Angeles Community College District,Commercial Non-CHP,Wilmington,Los Angeles,California,90744,solar,2.2,Solar Photovoltaic
powerplant_solar_2020.99,99,San Luis Valley Solar Ranch,Avangrid Renewables LLC,IPP Non-CHP,Mosca,Alamosa,Colorado,81146,solar,35,Solar Photovoltaic
powerplant_solar_2020.100,100,"Poseidon Solar, LLC","Axium Arizona Renewables, LLC",IPP Non-CHP,Globe,GILA,Arizona,85501,solar,20,Solar Photovoltaic
powerplant_solar_2020.101,101,Mayberry Solar LLC,"Oppidum Renewables USA, LLC",IPP Non-CHP,Mt. Airy,Surry,North Carolina,27030,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.102,102,Sierra SunTower Solar Gen Station,Sierra SunTower LLC,IPP Non-CHP,Lancaster,Los Angeles,California,93534,solar,3.2,Solar Thermal without Energy Storage
powerplant_solar_2020.103,103,Luke Solar,Arizona Public Service Co,Electric Utility,Glendale,Maricopa,Arizona,85309,solar,12.8,Solar Photovoltaic
powerplant_solar_2020.104,104,Kent County Wastewater Treatment Solar,Kent County Levy Court Dept of Pub Work,IPP Non-CHP,Milford,Kent,Delaware,19963,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.105,105,Mojave Solar Project,Mojave Solar LLC,IPP Non-CHP,Hinkley,San Bernardino,California,92347,solar,275,Solar Thermal without Energy Storage
powerplant_solar_2020.106,106,DE Solar 10240 Old Dowd Rd,"Duke Energy Carolinas, LLC",Electric Utility,Charlotte,Mecklenburg,North Carolina,28214,solar,1.9,Solar Photovoltaic
powerplant_solar_2020.107,107,DE Solar 657 Brigham Rd,"Duke Energy Carolinas, LLC",Electric Utility,Greensboro,Guilford,North Carolina,27409,solar,1.3,Solar Photovoltaic
powerplant_solar_2020.108,108,DE Solar 1725 Drywall Dr,"Duke Energy Carolinas, LLC",Electric Utility,Mt. Holly,Gaston,North Carolina,28210,solar,1,Solar Photovoltaic
powerplant_solar_2020.109,109,Dover Sun Park,White Oak Solar Energy LLC,IPP Non-CHP,Dover,Kent,Delaware,19901,solar,10,Solar Photovoltaic
powerplant_solar_2020.110,110,Roadrunner Solar,NRG Solar Roadrunner,IPP Non-CHP,Santa Teresa,Dona Ana,New Mexico,88044,solar,20,Solar Photovoltaic
powerplant_solar_2020.111,111,Panoche Valley Solar Farm,Consolidated Edison Development Inc.,IPP Non-CHP,Paicines,San Benito,California,95043,solar,140,Solar Photovoltaic
powerplant_solar_2020.112,112,Silver Lake Solar Farm,Public Service Elec & Gas Co,Electric Utility,Edison,Middlesex,New Jersey,8817,solar,1.7,Solar Photovoltaic
powerplant_solar_2020.113,113,Trenton Solar Farm,Public Service Elec & Gas Co,Electric Utility,Trenton,Mercer,New Jersey,8638,solar,1,Solar Photovoltaic
powerplant_solar_2020.114,114,Avenal Park,Avenal Solar Holdings LLC,IPP Non-CHP,Avenal,Kings,California,93204,solar,6,Solar Photovoltaic
powerplant_solar_2020.115,115,Sun City Project LLC,Avenal Solar Holdings LLC,IPP Non-CHP,Avenal,Kings,California,93204,solar,20,Solar Photovoltaic
powerplant_solar_2020.116,116,Sand Drag LLC,Avenal Solar Holdings LLC,IPP Non-CHP,Avenal,Kings,California,93204,solar,19,Solar Photovoltaic
powerplant_solar_2020.117,117,Morgantown Solar Park,The Hankin Group,IPP Non-CHP,Morgantown,Berks,Pennsylvania,19543,solar,1.6,Solar Photovoltaic
powerplant_solar_2020.118,118,510 REPP One,510 REPP One LLC,IPP Non-CHP,Garysburg,Northampton,North Carolina,27831,solar,1.3,Solar Photovoltaic
powerplant_solar_2020.119,119,Pocono Solar Project,Pocono International Raceway Inc,Commercial Non-CHP,Long Pond,Monroe,Pennsylvania,18334,solar,3,Solar Photovoltaic
powerplant_solar_2020.120,120,Cogentrix of Alamosa,KEPCO Alamosa LLC,IPP Non-CHP,Mosca,Alamosa,Colorado,81146,solar,30,Solar Photovoltaic
powerplant_solar_2020.121,121,Questa Solar Facility,Chevron Technology Ventures,IPP Non-CHP,Questa,Taos,New Mexico,87556,solar,1,Solar Photovoltaic
powerplant_solar_2020.122,122,Bellevue Solar Project,"EDF Renewable Asset Holdings, Inc.",IPP Non-CHP,Amnity,Yamhill,Oregon,97101,solar,1.6,Solar Photovoltaic
powerplant_solar_2020.123,123,Agua Caliente Solar Project,Agua Caliente Solar,IPP Non-CHP,Dateland,Yuma,Arizona,85333,solar,347.7,Solar Photovoltaic
powerplant_solar_2020.124,124,Greater Sandhill I,Greater Sandhill I LLC,IPP Non-CHP,Mosca,Alamosa,Colorado,81146,solar,19,Solar Photovoltaic
powerplant_solar_2020.125,125,AV Solar Ranch One,AV Solar Ranch 1 LLC,IPP Non-CHP,Lancaster,Los Angeles,California,93536,solar,241.5,Solar Photovoltaic
powerplant_solar_2020.126,126,Linden Solar Farm,Public Service Elec & Gas Co,Electric Utility,Linden,Union,New Jersey,7036,solar,2.7,Solar Photovoltaic
powerplant_solar_2020.127,127,Yardville Solar Farm,Public Service Elec & Gas Co,Electric Utility,Hamilton,Mercer,New Jersey,8611,solar,3.6,Solar Photovoltaic
powerplant_solar_2020.128,128,WEA Texas Bayonne,Public Service Elec & Gas Co,Electric Utility,Bayonne,Hudson,New Jersey,7002,solar,1.5,Solar Photovoltaic
powerplant_solar_2020.129,129,Matrix Buildings A&B (Perth Amboy) Solar,Public Service Elec & Gas Co,Electric Utility,Perth Amboy,Middlesex,New Jersey,8861,solar,2.5,Solar Photovoltaic
powerplant_solar_2020.130,130,GSK York RDC Solar Facility,GlaxoSmithKline Consumer Healthcare L P,IPP Non-CHP,York,York,Pennsylvania,17406,solar,1.6,Solar Photovoltaic
powerplant_solar_2020.131,131,UASTP I,Tucson Electric Power Co,Electric Utility,Tucson,Pima,Arizona,85747,solar,1.2,Solar Photovoltaic
powerplant_solar_2020.132,132,Genesis Solar Energy Project,Genesis Solar LLC,IPP Non-CHP,Blythe,Riverside,California,92225,solar,250,Solar Thermal without Energy Storage
powerplant_solar_2020.133,133,Dow Jones South Brunswick Solar,Dow Jones & Co,IPP Non-CHP,Monmouth Junction,Middlesex,New Jersey,8852,solar,4.1,Solar Photovoltaic
powerplant_solar_2020.134,134,Taylorsville Solar LLC,Taylorsville Solar LLC,IPP Non-CHP,Taylorsville,Alexander,North Carolina,28681,solar,1,Solar Photovoltaic
powerplant_solar_2020.135,135,Knouse Solar Project 1,Knouse Food Cooperative Inc,Industrial Non-CHP,Gardners,Cumberland,Pennsylvania,17324,solar,2.8,Solar Photovoltaic
powerplant_solar_2020.136,136,Yolo County Solar Project,Yolo County of,Commercial Non-CHP,Woodland,Yolo,California,95695,solar,1,Solar Photovoltaic
powerplant_solar_2020.137,137,Solar Star North Carolina II LLC,Solar Star North Carolina II LLC,IPP Non-CHP,Murfreesboro,Hertford,North Carolina,27855,solar,5,Solar Photovoltaic
powerplant_solar_2020.138,138,"Solar Park Gainesville, LLC","Altus Power America Management, LLC",IPP Non-CHP,Gainesville,Alachua,Florida,32609,solar,1.6,Solar Photovoltaic
powerplant_solar_2020.139,139,California Valley Solar Ranch,"NRG Renew Operation & Maintenance, LLC",IPP Non-CHP,California Valley,San Luis Obispo,California,93453,solar,249.8,Solar Photovoltaic
powerplant_solar_2020.140,140,Solar Photovoltaic Project #42,Southern California Edison Co,Electric Utility,Tulare,Tulare,California,93257,solar,5,Solar Photovoltaic
powerplant_solar_2020.141,141,Silver State Solar Power North,"Silver State Solar Power North, LLC",IPP Non-CHP,Primm,Clark,Nevada,89019,solar,50,Solar Photovoltaic
powerplant_solar_2020.142,142,Pilesgrove,Consolidated Edison Development Inc.,IPP Non-CHP,Pilesgrove,Salem,New Jersey,8098,solar,17.7,Solar Photovoltaic
powerplant_solar_2020.143,143,Solar Borrego I,NRG Solar Borrego I,IPP Non-CHP,Borrego Springs,San Diego,California,92004,solar,26,Solar Photovoltaic
powerplant_solar_2020.144,144,145 Talmadge Solar,Avidan Energy Solutions,IPP Non-CHP,Edison,Middlesex,New Jersey,8817,solar,3.8,Solar Photovoltaic
powerplant_solar_2020.145,145,"Martins Creek Solar NC, LLC","Martins Creek Solar NC, LLC",IPP Non-CHP,Murphy,Cherokee,North Carolina,28906,solar,0.9,Solar Photovoltaic
powerplant_solar_2020.146,146,Napoleon Solar I,Enfinity BNB Napoleon Solar LLC,IPP Non-CHP,Napoleon,Henry,Ohio,43545,solar,8,Solar Photovoltaic
powerplant_solar_2020.147,147,Romark PA Solar,Romark Logistics of PA Inc.,IPP Non-CHP,Hazle Township,Luzerne,Pennsylvania,18202,solar,1.8,Solar Photovoltaic
powerplant_solar_2020.148,148,Murray Hill Solar,Consolidated Edison Development Inc.,IPP Non-CHP,New Providence,Union,New Jersey,7974,solar,1,Solar Photovoltaic
powerplant_solar_2020.149,149,Dartmouth Solar,Consolidated Edison Development Inc.,IPP Non-CHP,Dartmouth,Bristol,Massachusetts,2747,solar,1.6,Solar Photovoltaic
powerplant_solar_2020.150,150,Chittenden County Solar Partners,Chittenden County Solar Partners LLC,IPP Non-CHP,South Burlington,Chittenden,Vermont,5403,solar,2.2,Solar Photovoltaic
powerplant_solar_2020.151,151,Flemington Solar,Consolidated Edison Development Inc.,IPP Non-CHP,Flemington,Hunterdon,New Jersey,8822,solar,7.9,Solar Photovoltaic
powerplant_solar_2020.152,152,Frenchtown I Solar,Consolidated Edison Development Inc.,IPP Non-CHP,Frenchtown,Hunterdon,New Jersey,8225,solar,3,Solar Photovoltaic
powerplant_solar_2020.153,153,Frenchtown II Solar,Consolidated Edison Development Inc.,IPP Non-CHP,Frenchtown,Hunterdon,New Jersey,8825,solar,3,Solar Photovoltaic
powerplant_solar_2020.154,154,Lebanon Solar,Consolidated Edison Development Inc.,IPP Non-CHP,Glen Gardner,Hunterdon,New Jersey,8826,solar,2,Solar Photovoltaic
powerplant_solar_2020.155,155,Imperial Solar Energy Center South,CSOLAR IV South LLC,IPP Non-CHP,Calexico,Imperial,California,92231,solar,128.9,Solar Photovoltaic
powerplant_solar_2020.156,156,Imperial Solar Energy Center West,CSOLAR IV West LLC,IPP Non-CHP,Seeley,Imperial,California,92273,solar,148.7,Solar Photovoltaic
powerplant_solar_2020.157,157,Masser Farms Realty Solar,Masser Farms Realty Ltd,IPP Non-CHP,Sacramento,Schuylkill,Pennsylvania,17968,solar,1,Solar Photovoltaic
